症状,草药
[83],[468]
[363],"[463, 468]"
"[269, 363]","[463, 468, 654]"
[244],"[253, 256, 477, 542, 593, 659, 666]"
[236],"[437, 659, 711]"
"[274, 348]","[428, 633, 707]"
[363],"[438, 507, 517, 676, 677]"
[313],"[428, 444, 571, 710, 735, 742, 758]"
[210],[707]
[130],"[443, 467]"
[159],"[443, 449, 659, 777]"
[14],[548]
[80],"[548, 676, 775]"
"[80, 283, 371]","[109, 449, 545, 546, 547, 548, 549, 574, 659]"
[367],"[55, 535, 659, 699]"
[80],"[132, 547, 548, 549, 785]"
[348],"[239, 272, 292, 425, 427, 429, 430, 437, 467, 517, 520, 574, 575, 597, 659, 677, 708, 710, 777]"
[348],[626]
[348],"[292, 426, 427, 429, 437, 517, 597, 659, 677, 688, 703, 705]"
[306],"[449, 467, 575, 626]"
[305],"[444, 446, 467, 574, 659, 688, 699, 758, 799]"
"[328, 367]","[441, 442, 443, 449, 467, 546, 574, 659, 699]"
[330],"[301, 434, 438, 441, 445, 449, 463, 467, 492, 494, 507, 517, 574, 633, 637, 638, 655, 699]"
"[286, 306, 367]","[79, 441, 442, 443, 449, 463, 467, 492, 494, 507, 546, 574, 633, 637, 638, 655]"
[305],"[444, 446, 467, 574, 659, 688, 699, 758, 799]"
"[328, 367]","[275, 441, 443, 444, 445, 449, 467, 494, 507, 546, 655, 699, 730, 758]"
"[286, 306, 367, 383]","[34, 39, 42, 79, 428, 449, 467, 492, 494, 507, 546, 574, 637, 638, 655]"
"[286, 306, 367]","[229, 710]"
[367],"[121, 212, 276, 387, 441, 478, 492, 659, 666, 777]"
[348],"[441, 597, 633, 659, 666]"
"[57, 165]","[211, 467, 507, 514, 544, 546, 677]"
[325],"[427, 430, 466, 563, 588, 597, 705, 710]"
[328],"[467, 517, 575, 640, 677, 729, 777]"
"[260, 367]","[574, 640, 659, 677, 688, 742, 783]"
"[261, 328]","[99, 438, 449, 467, 477, 490, 659, 729, 742]"
[367],"[272, 275, 286]"
"[308, 328, 376]","[251, 341, 574, 640, 659, 688, 691, 777, 783]"
[357],"[276, 387, 467, 649, 666]"
"[29, 348]","[359, 444, 703, 705, 729, 763]"
"[290, 317, 349]","[393, 574, 659, 688, 710, 763]"
"[259, 266, 357]","[387, 393, 425, 640, 659, 666, 677, 695, 763, 777]"
"[286, 295]","[441, 442, 449, 467, 655, 742]"
[299],"[255, 272, 276, 323, 516, 517, 519, 641, 645, 676, 677, 742]"
[308],"[467, 574, 575, 659, 700, 729, 742, 758]"
"[274, 308]","[387, 467, 472, 503, 574, 781]"
[308],"[445, 518, 568, 688, 699, 703]"
"[278, 299]","[211, 272, 275, 276, 323, 423, 467, 544, 546, 641, 659, 742]"
[211],"[66, 415, 503, 554, 560, 568, 700, 758]"
"[211, 389]","[415, 467, 659]"
"[278, 299]","[211, 272, 275, 276, 323, 423, 467, 544, 546, 641, 659, 742]"
[211],"[66, 415, 503, 554, 560, 568, 700, 758]"
[236],"[212, 442, 517, 640, 666, 677, 688]"
[299],"[423, 438, 445, 456, 492, 507, 513, 526, 645, 659, 688]"
[266],"[239, 425, 441, 492, 666, 688]"
[308],"[66, 109, 266, 276, 544, 546, 649, 655, 659, 666]"
"[259, 308, 357]","[109, 276, 387, 425, 574, 666]"
[362],"[441, 503, 589]"
"[253, 266, 369]","[441, 445, 449, 450, 467, 546, 659, 666, 688]"
"[266, 328]","[571, 574, 659, 666, 688, 742, 777]"
[139],"[212, 659, 666, 688, 724, 763]"
[389],"[66, 276, 441, 442, 449, 450, 467, 507, 517, 546, 640, 649, 655, 659, 666, 677]"
"[133, 267]","[28, 209, 445, 546, 640, 649, 655, 659, 670, 677, 688]"
[389],"[139, 475, 478, 571, 574, 654, 729]"
[389],"[66, 209, 276, 393, 445, 449, 467, 546, 649, 659, 763]"
[357],"[109, 114, 387, 546, 574, 659, 666, 688]"
[267],"[272, 387, 425, 427, 444, 546, 593, 659, 666, 677]"
[189],"[425, 430, 437, 438, 442, 467, 544, 547, 655, 659, 705, 742]"
[278],"[276, 445, 492, 518, 575, 695, 777]"
[157],"[427, 429, 517, 574, 677, 700, 710, 758, 775]"
[262],"[372, 425, 459, 460, 568, 677, 742, 758]"
[262],"[372, 459, 460, 568, 677, 758]"
[367],"[425, 442, 444, 574, 640, 659, 677, 688]"
"[222, 247]","[425, 506, 640, 700, 703]"
[165],"[70, 109, 425, 525, 547, 549, 574, 710]"
"[134, 236]","[141, 272, 328, 427, 429, 467, 517, 640, 659, 677, 703, 704, 705, 710]"
[206],"[393, 416, 427, 429, 554, 571, 640, 659, 711]"
[357],"[84, 98, 372, 425, 487, 520, 544, 574, 641, 659, 677, 700, 742]"
[247],"[47, 492, 503, 504, 519, 521, 641, 677, 724]"
[200],"[427, 429, 444, 446, 504, 517, 659, 700, 705, 710, 769, 775]"
[206],"[393, 416, 427, 429, 554, 571, 640, 659, 711]"
[367],"[293, 387, 544, 545, 574, 659, 677, 688, 758]"
"[241, 295]","[437, 441, 442, 449, 467, 507, 517, 546, 638, 640, 659, 742]"
[115],"[28, 147, 272, 426, 467, 546, 575, 640, 677, 777]"
[305],"[293, 444, 446, 492, 547, 574, 641, 659, 710]"
[308],"[212, 276, 425, 442, 443, 444, 546, 574, 655, 659, 677, 699, 777, 799]"
"[303, 308]","[129, 293, 442, 546, 659, 758, 769, 777]"
[367],"[444, 547, 574, 659, 688, 692, 775, 777]"
[367],"[276, 443, 444, 445, 546, 574, 659, 777, 799]"
"[210, 372]","[486, 521, 556, 688, 736]"
[367],"[444, 546, 640, 659, 676, 688]"
[367],"[150, 212, 275, 276, 387, 401, 442, 444, 517, 546, 574, 640, 655, 659, 666]"
[367],"[39, 58, 212, 281, 387, 438, 442, 444, 445, 452, 478, 546, 659, 682, 699, 711, 732]"
[367],"[121, 444, 655, 659, 677, 688, 700, 769, 777]"
"[305, 367]","[290, 444, 445, 446, 659, 699, 799]"
"[274, 367]","[212, 275, 276, 293, 393, 444, 574, 699, 710, 763, 777]"
[367],"[212, 276]"
"[303, 308]","[109, 121, 442, 467, 504, 546, 547, 548, 574, 640, 659, 666, 677, 688, 699, 763, 775]"
[274],"[369, 444, 446, 494, 504, 568, 659, 697, 701, 710, 729]"
"[193, 367]","[48, 441, 444, 446, 546, 641, 659]"
[367],"[441, 442, 443, 444, 446, 504, 546, 574, 659, 699, 775]"
[367],"[444, 452, 504, 574, 659, 688, 699, 777, 799]"
"[274, 367]","[212, 275, 276, 293, 393, 444, 574, 699, 710, 763, 777]"
[367],"[269, 271, 546, 688, 691, 692, 694, 699, 800]"
[367],"[212, 387, 507, 517, 640, 655, 659, 677, 688]"
[94],"[393, 467, 504, 546, 574, 640, 659, 677, 729, 758]"
"[363, 367]","[425, 444, 517, 546, 659, 666, 777]"
[367],"[212, 387, 425, 442, 444, 517, 546, 574, 659, 666, 677, 769, 777, 799]"
[173],"[359, 659, 677, 688]"
"[293, 367]","[272, 281, 293, 659, 695, 763, 777]"
[367],"[444, 452, 504, 574, 659, 688, 699, 777, 799]"
[367],"[293, 522, 523, 659, 695, 724, 763, 777]"
"[259, 328]","[393, 428, 444, 451, 467, 659, 697, 710, 758, 775]"
[210],"[272, 444, 641, 710, 799]"
[367],"[201, 441, 442, 443, 449, 546, 574, 659]"
[74],"[504, 546, 574, 659, 688, 777]"
"[29, 210, 299, 367]","[393, 444, 446, 574, 575, 577, 729, 742, 777]"
[367],"[428, 429, 446, 504, 574, 659, 699, 799]"
[367],"[41, 70, 482, 504, 505, 518, 546, 555, 593, 677, 699]"
"[308, 378]","[425, 492, 504, 659, 688]"
[305],"[55, 112, 121, 387, 574, 688, 699, 742, 775]"
"[134, 377]","[109, 409, 574, 641, 677]"
[315],"[239, 427, 444, 446, 504, 574, 710, 758]"
"[244, 246]","[109, 121, 441, 543, 544, 546, 574, 655, 688]"
[246],"[535, 547, 699]"
[367],"[209, 212, 272, 276, 286, 387, 442, 456, 467, 517, 546, 575, 640, 649, 655, 659, 777]"
"[303, 367]","[366, 442, 467, 574, 659, 688, 799]"
[192],"[292, 425, 427, 467, 517, 574, 640, 677, 758, 763]"
[328],"[101, 514, 516, 574, 575]"
[344],"[91, 513, 516, 640, 677]"
[209],"[328, 389, 425, 427, 428, 429, 444, 467, 517, 555, 659, 677, 697, 700, 704]"
[309],"[467, 641, 677, 710, 729, 742, 758, 775, 777]"
"[159, 218, 266, 305, 328]","[293, 427, 430, 444, 467, 574, 659, 688, 710, 711, 758, 775, 777]"
[305],"[301, 441, 444, 449, 463, 467, 494, 507, 546, 574, 637, 638, 655, 659, 699]"
"[29, 227]","[272, 517, 677, 729, 769]"
[227],"[517, 640, 729, 742]"
"[290, 348]","[359, 393, 425, 427, 437, 442, 517, 520, 574, 640, 659, 677, 758]"
[236],"[138, 427, 429, 441, 446, 504, 546, 597, 633, 659, 666, 703, 708]"
[377],"[359, 427, 442, 522, 523, 641, 659, 677, 705]"
[214],"[425, 434, 437, 438, 439, 441, 504, 507, 546, 574, 659, 666]"
[367],"[301, 441, 444, 449, 463, 467, 494, 507, 546, 574, 637, 638, 655, 659, 699]"
"[236, 257, 312, 372]","[66, 272, 425, 441, 553, 574, 640]"
[308],"[472, 475, 546, 613, 659, 666]"
[389],"[457, 518, 554, 571, 649, 688]"
"[236, 256, 377]","[28, 109, 141, 153, 427, 467, 517, 544, 546, 555, 556, 574, 575, 651, 659, 666, 677, 700, 703, 704, 777]"
[236],"[138, 427, 429, 441, 446, 504, 546, 597, 633, 659, 666, 703, 708]"
[348],"[138, 425, 426, 427, 504, 655, 659, 666]"
"[274, 338]","[138, 427, 428, 430, 547, 574, 642, 645, 775]"
[188],"[138, 430, 447, 547, 659, 717, 769]"
[357],"[138, 276, 425, 450, 546, 552, 659, 666, 777]"
[262],"[140, 147, 430, 478, 508, 548, 659, 763, 775]"
[299],"[645, 666, 676]"
[354],"[272, 427, 519, 525, 603, 605, 651, 677]"
[262],"[200, 427, 490, 508, 547, 651, 654, 677, 705]"
[262],"[28, 59, 65, 296, 426, 427, 430, 434, 443, 464, 467, 472, 475, 478, 483, 490, 508, 517, 522, 526, 538, 597, 599, 651, 654, 659, 699, 705, 708, 748, 769]"
[309],"[140, 151, 597, 605, 677, 730]"
[274],"[37, 415, 441, 464, 475, 571]"
[375],"[465, 548, 549]"
"[266, 372]","[194, 437, 464, 472, 654]"
"[10, 338]","[426, 427, 428, 430, 442, 457, 535, 574, 640, 655, 659, 666, 699, 711]"
[348],[428]
[349],"[428, 430, 441, 442, 507, 517, 659, 705]"
[367],"[444, 446, 574, 659, 777, 799]"
[274],"[428, 546, 574, 655, 659, 708, 729, 769]"
[199],"[293, 427, 430, 444, 467, 546, 574, 659, 769]"
"[282, 290, 313, 346]","[428, 711]"
"[29, 308]","[427, 444, 574, 658, 659, 710, 729, 758]"
"[266, 309, 328]","[293, 381, 438, 449, 467, 700, 729, 742, 758, 775]"
[206],"[272, 427, 430, 437, 467, 504, 513, 517, 574, 640, 659, 677, 710, 772]"
[165],"[37, 255, 427, 445, 504, 507, 517, 659, 677, 710]"
[367],"[444, 446, 574, 659, 777, 799]"
"[29, 283, 357]","[293, 393, 427, 444, 447, 574, 659, 700, 710, 742, 758, 763]"
"[212, 290, 328, 348, 376]","[278, 504, 641, 677, 783]"
[199],"[293, 427, 430, 444, 467, 546, 574, 659, 769]"
"[29, 308]","[427, 444, 574, 658, 659, 710, 729, 758]"
"[266, 309, 328]","[293, 381, 438, 449, 467, 700, 729, 742, 758, 775]"
"[29, 308]","[293, 359, 427, 444, 467, 574, 659, 700, 710, 729, 758, 763]"
[29],"[467, 574, 729]"
[367],"[149, 276, 444, 659, 710]"
"[305, 367]","[52, 149, 293, 387, 446, 556, 688, 695, 700, 710, 763]"
[188],"[293, 369, 427, 444, 659, 688, 763]"
[309],"[160, 359, 477, 659, 758, 771, 775]"
[305],"[387, 427, 494, 659, 758, 775]"
"[212, 290, 328, 348, 376]","[278, 504, 641, 677, 783]"
[29],"[467, 477, 490, 492, 504, 507, 574, 575, 677, 718, 729, 775]"
[306],"[434, 436, 441, 442, 467, 546, 574, 655, 659, 742]"
"[286, 306]","[477, 478, 490, 492, 494, 637, 638, 659]"
"[159, 363]","[109, 438, 449, 640, 659, 677]"
[367],"[430, 447, 451, 571, 574, 688, 729, 742]"
"[241, 286]","[467, 574, 729]"
"[210, 283]","[349, 427, 441, 442, 467, 504, 507, 568, 571, 574, 643, 649, 651, 659, 688]"
[214],"[441, 507, 775]"
"[337, 367]","[212, 387, 655, 688, 691, 695]"
[119],"[275, 276, 546, 575, 621, 626, 666, 676, 677, 777, 800]"
[363],"[442, 467, 525, 574, 640, 659, 729]"
[377],"[141, 659, 742, 758, 775, 777]"
"[257, 286]","[441, 442, 467, 517, 546, 574, 659, 677, 742]"
"[260, 367]","[121, 441, 442, 443, 444, 504, 574, 659, 688, 711, 758]"
"[199, 328]","[393, 430, 444, 449, 467, 574, 659, 763]"
[367],"[441, 444, 445, 446, 449, 467, 504, 546, 574, 655, 659]"
[329],"[66, 441, 445, 449, 450, 467, 490, 546, 574, 655, 659, 666, 688]"
[253],"[441, 444, 445, 450, 504, 574, 659, 688]"
"[133, 148, 308, 357]","[316, 425, 463, 503, 521, 543, 641, 737]"
[29],"[239, 657, 699, 711, 775]"
"[260, 367]","[121, 441, 442, 443, 444, 504, 574, 659, 688, 711, 758]"
"[103, 266, 328, 372]","[341, 387, 717, 758]"
[272],"[99, 103, 519, 520, 641, 659]"
"[195, 363]","[423, 574, 676]"
[363],"[467, 477, 492, 494, 504, 574, 640, 659, 677, 758]"
"[94, 363]","[442, 467, 477, 517, 640, 677]"
[330],"[73, 150, 387, 438, 477, 637, 659, 783]"
"[133, 148, 363]","[327, 382, 434, 543, 576, 641]"
"[193, 236, 274]","[441, 442, 443, 444, 449, 467, 546, 574, 655, 659, 666]"
"[314, 355, 363]","[85, 109, 366, 547, 548, 549, 758]"
"[208, 376]","[205, 220, 387, 775, 777]"
"[180, 257, 266, 312, 344, 349]","[387, 514, 574, 653, 659, 676, 736]"
"[222, 389]","[442, 450, 494, 504, 637, 638, 659, 688, 729, 742, 758]"
[14],"[109, 423, 437, 467, 545, 546, 547, 548, 575]"
"[29, 312]","[141, 425, 467, 544, 547, 574, 703, 729, 742, 773, 777, 781, 791]"
[367],"[444, 546, 640, 645, 659, 688, 695]"
[363],"[425, 445, 467, 494, 504, 547, 554, 574, 659, 700, 729]"
[377],"[138, 150, 401, 555, 641, 659, 701, 703, 704, 742, 781]"
[363],"[437, 438, 442, 467, 544, 546, 575, 659]"
"[159, 266]","[125, 427, 520, 555, 641, 710, 718, 723]"
[253],"[518, 641, 659, 783]"
"[283, 328]","[369, 467, 640, 659, 688, 700, 742, 763, 775]"
"[328, 367]","[697, 700, 710, 730, 735, 758]"
"[29, 159, 202, 309, 328]","[428, 449, 517, 566, 597, 659, 703, 705, 775, 777]"
[118],"[129, 292, 546, 574, 659, 710]"
[299],"[445, 504, 507, 556, 574, 638, 659]"
"[133, 308, 353, 357]","[108, 467, 575, 659]"
[363],"[131, 519, 641]"
"[193, 305, 313]","[387, 427, 428, 444, 547, 568, 574, 641, 701, 758, 775]"
"[246, 328]","[437, 467, 544, 546, 575, 655, 659]"
"[206, 299]","[276, 323, 442, 517, 575, 641, 655, 659, 677, 763, 777]"
"[274, 348]","[428, 574, 659, 769]"
[57],"[340, 359, 401, 451, 503, 504, 640, 641, 758, 781]"
[308],"[138, 425, 430, 763, 781]"
[299],"[272, 323, 430, 444, 467, 574, 575, 641, 659, 742, 758]"
"[274, 308]","[293, 446, 467, 492, 494, 520, 547, 548, 701, 710]"
[200],"[272, 359, 393, 437, 447, 531, 574]"
[253],"[109, 341, 387, 425, 449, 467, 547, 548, 554, 659, 688, 700, 758, 781]"
"[253, 274]","[425, 467, 547, 554, 659, 688, 700, 742, 781]"
[348],"[409, 507, 517, 554, 659, 682, 703]"
"[308, 348, 372]","[251, 517, 520, 525, 556, 574, 640, 677, 703]"
[350],"[131, 467, 504, 517, 677, 700, 729, 758, 769]"
"[80, 363]","[109, 117, 449, 467, 547, 548, 574, 575, 718, 729, 742, 758]"
"[57, 208, 299, 367]","[211, 239, 255, 272, 275, 276, 323, 423, 544, 546, 575, 640, 655, 677, 777]"
[314],"[85, 519, 611, 670, 675, 676, 677]"
[299],"[467, 507, 575, 640, 677, 742]"
[110],"[427, 429, 467, 517, 557, 574, 597, 659, 677, 710, 769]"
[239],"[110, 379, 467, 472, 532, 556, 575, 705, 729, 732, 748]"
[217],"[138, 341, 427, 556, 659, 700, 710, 758]"
[290],"[293, 444, 568, 659, 688, 730, 735]"
[158],"[147, 575, 729]"
[274],"[138, 359, 427, 444, 451, 556, 640, 700, 758]"
"[236, 306, 349]","[198, 433, 438, 441, 546, 615, 640, 655, 659, 666]"
[326],"[61, 434, 435, 437, 441, 442, 490, 543, 755, 783]"
"[236, 246, 254, 306, 367]","[433, 434, 436, 438, 441, 467, 546, 615, 666, 699]"
[236],"[198, 272, 425, 444, 517, 546, 574, 615, 641, 659, 677]"
"[160, 308]","[198, 428, 433, 438, 546, 548, 615]"
"[211, 293, 376]","[467, 574, 655, 666, 688, 777]"
[376],"[129, 423, 442, 546, 611, 615, 655, 666]"
"[266, 328, 376]","[238, 451, 467, 659, 688, 691, 776, 777]"
"[328, 363]","[109, 433, 437, 442, 544, 546, 547, 548, 615, 640, 655, 659]"
"[330, 348]","[441, 477, 490, 492, 504, 514, 548, 574, 605, 640]"
"[266, 290, 328]","[556, 688, 700, 775]"
[268],"[467, 492, 574, 575]"
[207],"[427, 444, 467, 492, 544, 545, 546, 574, 640, 655, 677, 688, 700]"
[156],"[150, 160, 442, 546, 574, 655, 659, 775]"
"[112, 193, 274, 313]","[281, 285, 293, 443, 450, 503, 574, 717, 755, 758, 763, 775, 777, 783]"
[358],"[66, 138, 359, 393, 571, 758]"
[389],"[255, 441, 442, 574, 640, 655, 677]"
"[306, 372]","[196, 425, 430, 441, 442, 467, 517, 535, 544, 659, 708]"
[367],"[442, 444, 546, 574, 659, 688, 699, 777]"
[290],"[103, 162, 323, 359, 393, 427, 442, 444, 517, 522, 523, 677, 705, 758]"
[348],"[441, 517, 547, 557, 659, 703, 758]"
"[328, 367]","[437, 467, 507, 574, 575]"
[274],"[430, 444, 467, 574, 659, 688, 742, 758, 775]"
"[202, 299]","[444, 451, 571, 574, 641, 659, 742, 758, 763, 775, 777]"
"[200, 207, 259, 274, 313, 328, 348]","[293, 341, 352, 425, 427, 428, 429, 444, 517, 574, 641, 659, 705, 758, 763]"
"[290, 348, 367, 372]","[290, 293, 444, 451, 519, 556, 641, 659, 700, 703, 758, 763]"
[367],"[393, 445, 446, 450, 546, 556, 636, 638, 659, 688]"
[211],"[110, 451, 571, 758]"
[14],"[138, 446, 477, 504, 546, 547, 729, 799]"
[106],"[131, 138, 179, 426, 477, 504, 729]"
[353],"[109, 114, 138, 151, 152, 211, 212, 253, 256, 422, 427, 525, 546, 553, 597, 604, 659, 666, 677, 703]"
[308],"[138, 276, 292, 427, 641, 703, 742]"
"[305, 313, 315]","[138, 387, 659, 799]"
[305],"[138, 285, 387, 444, 445, 450, 659, 799]"
"[210, 278, 283, 367]","[52, 352, 356, 442, 444, 446, 574, 659, 688, 691, 692, 699, 700, 742, 763, 799]"
"[278, 299]","[138, 340, 387, 401, 467, 516, 517, 640, 659, 677, 736, 763, 773, 775]"
[345],"[138, 427, 544, 546, 641, 655, 659, 763]"
"[68, 348, 357]","[138, 323, 515, 574, 641, 730, 737]"
[10],"[30, 37, 129, 138, 209, 230, 292, 387, 395, 415, 429, 475, 571, 666, 677]"
"[193, 305]","[138, 293, 387, 574, 659, 775, 799]"
[282],"[138, 141, 554, 563, 568, 775, 781]"
[328],"[138, 293, 427, 437, 659, 666, 775, 777]"
"[257, 372, 389]","[138, 450, 554, 556, 640, 659, 703]"
[346],"[472, 596, 604, 729, 784]"
[94],"[428, 531, 577, 641]"
[338],"[426, 427, 428, 546, 633, 655, 659, 666, 677, 775]"
[299],[467]
[308],[428]
[348],"[428, 436, 442, 481, 490, 492, 545, 546, 633, 638, 666, 777]"
[80],[707]
[206],"[467, 490, 504, 513]"
[348],"[109, 438, 445, 543, 544, 659]"
[151],"[212, 442, 456, 507, 517, 574, 640, 655, 659, 666, 677, 688, 707]"
[363],"[658, 659, 676, 677, 707]"
"[208, 267, 349]","[500, 659, 699, 707, 783]"
"[38, 246, 254, 354]","[438, 485, 490, 504, 517, 546, 605, 621, 638, 666, 677, 718, 723, 729, 769]"
"[217, 274, 346, 348, 367]","[437, 517, 655, 659, 711, 775]"
[290],[707]
"[312, 323, 376]","[121, 253, 275, 427, 529, 546, 553, 652, 666, 675, 763]"
[322],"[423, 645, 733]"
[341],"[254, 468, 475, 477, 538, 563, 730]"
[335],"[468, 707]"
"[193, 286, 306, 348, 367]","[341, 425, 428, 429, 444, 517, 574, 641, 659, 705, 758, 763]"
[312],"[272, 292, 425, 441, 445, 467, 492, 546, 640, 659, 666]"
"[62, 147, 211]","[391, 659, 688]"
"[211, 303]","[442, 640, 654, 659, 677, 777]"
[29],"[131, 492, 504, 677, 691]"
[313],"[425, 427, 428, 593, 659, 694, 710]"
[266],"[441, 503, 518, 666, 677]"
[348],"[292, 427, 467, 517, 640, 677, 705, 708, 775]"
[348],"[517, 556, 557, 700, 708]"
[367],"[444, 446, 452, 504, 574, 659, 688, 699, 777, 799]"
[367],"[41, 43, 212, 281, 441, 444, 504, 537, 546, 633, 659, 688, 699, 700, 711, 776, 799]"
"[29, 367]","[441, 442, 444, 446, 452, 504, 574, 659, 688, 699, 742]"
[299],"[516, 520, 641, 758, 775]"
"[283, 303]","[269, 571, 659, 688, 729, 735, 777]"
[372],"[281, 445, 503, 504, 556, 557, 568, 593, 659, 677]"
[372],"[281, 445, 504, 557, 568, 593, 677]"
[218],"[427, 467, 489, 568, 575, 677, 702, 705, 732]"
[239],"[110, 379, 467, 472, 532, 556, 575, 705, 729, 732, 748]"
[367],"[121, 272, 275, 441, 444, 446, 456, 535, 546, 645, 699]"
"[193, 283, 367]","[121, 393, 444, 445, 446, 574, 659, 699, 730]"
[367],"[393, 445, 446, 450, 546, 556, 636, 638, 659, 688]"
[160],"[548, 699]"
[211],"[110, 451, 571, 758]"
[348],"[451, 703, 707, 742, 775]"
"[266, 328, 376]","[238, 451, 467, 659, 688, 691, 776, 777]"
[369],"[33, 266, 423, 436, 444, 483, 489, 490, 507, 546, 548, 649, 659, 666, 718]"
"[120, 257]","[33, 423, 444, 489, 507, 546, 548, 638, 649, 659, 666]"
[363],"[67, 278, 309, 486, 503, 508, 597, 615, 705, 710]"
"[306, 348]","[109, 181]"
[323],"[218, 262, 670, 691]"
"[193, 286, 306, 348, 367]","[341, 425, 428, 429, 444, 517, 574, 641, 659, 705, 758, 763]"
"[206, 208, 222, 259, 276]","[254, 256, 427, 525, 546, 597, 604, 605, 649, 655, 670, 675, 691, 703]"
"[62, 147, 211]","[391, 659, 688]"
"[328, 363]","[109, 433, 437, 438, 442, 490, 544, 545, 546, 547, 640, 659]"
[80],"[272, 341, 430, 446, 542, 546, 574, 659, 666, 677, 729, 769, 775, 777]"
[266],"[276, 341, 424, 546, 659, 666]"
"[276, 348]","[276, 424, 450, 633, 657, 659]"
[348],"[276, 424, 450, 659, 775]"
"[276, 350]","[276, 424, 441, 546, 659, 666]"
"[14, 272, 290, 369, 389]","[544, 545, 546, 548, 655]"
[206],"[272, 546]"
[361],"[475, 652]"
"[217, 346, 372]","[197, 436, 438, 508, 604, 605, 659]"
"[138, 276, 376]","[436, 437, 438, 442, 604, 605, 659]"
"[185, 219, 302]","[437, 445, 508, 546, 605, 655, 659]"
"[14, 185, 219, 246, 290, 346]","[546, 604, 605, 640, 655, 659, 666, 682]"
[304],"[428, 437, 442, 467, 535, 544, 545, 546, 593, 655]"
"[14, 219, 222]","[437, 438, 442, 546, 605, 655, 659]"
[372],"[281, 445, 504, 557, 568, 593, 677]"
[352],"[437, 441, 445, 507, 546, 655, 659, 705]"
[137],"[138, 409, 425, 444, 574, 742, 777]"
[367],"[121, 272, 275, 441, 444, 446, 456, 535, 546, 645, 699]"
[246],"[129, 131, 138, 426, 449, 490, 525, 535, 729]"
[282],"[138, 209, 427, 429, 525, 604, 677, 711]"
"[217, 328]","[138, 209, 427, 546, 677]"
[314],"[129, 138, 180, 230, 276, 427, 477, 490, 504, 518, 525, 604, 666, 699]"
[282],"[138, 430, 504, 593]"
[374],"[129, 138, 427, 429, 571, 593]"
[389],"[138, 275, 276, 427, 571, 642, 649, 666]"
[196],"[131, 138, 275, 276, 427, 429, 430, 467, 504, 518, 571, 577, 642, 666, 703, 729, 742, 763]"
"[266, 348]","[48, 131, 138, 253, 425, 426, 427, 519, 641, 666]"
[389],"[138, 276, 535, 546, 554, 642, 649, 666, 699]"
[329],"[129, 138, 427, 429, 430, 699, 711]"
[236],"[138, 152, 425, 429, 574, 666, 775]"
"[208, 308]","[138, 276, 387, 425, 504, 546, 552, 593, 666, 729, 769, 799]"
[299],"[138, 512, 514, 525, 676, 768, 769]"
[349],"[138, 425, 427, 430, 441, 444, 546, 571, 659, 666, 777]"
"[266, 349]","[138, 209, 276, 387, 425, 428, 429, 546, 552, 659, 666, 777]"
"[198, 286, 306]","[109, 138, 427, 444, 546, 574, 597, 666, 763, 777]"
"[274, 290]","[36, 85, 138, 323, 425, 426, 427, 438, 516, 546, 552, 557, 625, 633, 655, 659, 666, 677, 705, 711, 755, 769]"
[57],"[138, 209, 276, 387, 427, 429, 520, 525, 546, 659, 677, 769]"
[266],"[85, 104, 138, 477, 504, 769, 799]"
[361],"[475, 652]"
[274],"[138, 276, 387, 425, 574, 659]"
[308],"[138, 450, 546, 547, 574, 659, 699, 729, 742, 763]"
"[86, 257, 282, 290, 308, 313]","[138, 276, 425, 427, 428, 504, 571, 642, 659, 666, 775]"
[245],"[138, 276, 428, 574, 641, 729, 742]"
"[106, 348, 349]","[138, 276, 425, 546, 659, 742, 775, 799]"
"[308, 348]","[138, 276, 395, 430, 477, 547, 574, 593, 659, 729]"
"[274, 308]","[48, 138, 276, 387, 430, 446, 504, 574, 641, 659, 763]"
[14],"[138, 276, 430, 641, 659, 729, 742, 763]"
[338],"[138, 427, 428, 504, 535, 546, 547, 597, 604, 659, 666, 677, 703]"
[329],"[46, 138, 218, 415, 426, 427, 446, 475, 477, 504, 593, 604, 654, 711]"
[338],"[138, 426, 427, 557, 604, 676, 677, 711]"
[10],"[138, 209, 427, 429, 518, 546, 597, 611, 677]"
[348],"[138, 426, 427, 504, 574, 597, 641, 659, 666, 711, 775]"
[274],"[138, 395, 427, 429, 504, 555, 574, 659, 666, 699, 711]"
"[106, 282]","[138, 180, 209, 427, 449, 477, 519, 546, 659, 677]"
[353],"[27, 109, 138, 151, 152, 211, 425, 427, 544, 604, 659, 666]"
"[266, 345]","[109, 138, 152, 276, 292, 425, 427, 429, 430, 504, 574, 641, 659, 703, 742]"
"[14, 296]","[138, 427, 504, 547, 641, 659, 742, 763]"
[308],"[109, 138, 276, 387, 425, 430, 574, 593, 659, 742]"
[370],"[138, 276, 387, 427, 449, 659, 774]"
[308],"[138, 425, 504, 574, 641, 729, 775]"
[348],"[138, 276, 427, 467, 547, 574, 641, 659, 742, 775]"
[345],"[138, 427, 544, 546, 641, 655, 659, 763]"
[312],"[138, 158, 427, 446, 544, 547, 695]"
[299],"[138, 512, 514, 525, 640, 768]"
[308],"[131, 138, 209, 426, 441, 446, 477, 490, 504, 659, 729, 799]"
[86],"[73, 138, 425, 441, 449, 641, 729, 799]"
"[210, 348]","[138, 276, 430, 574, 659, 742]"
[357],"[138, 276, 543, 593, 659, 695]"
