herb1,herb2,causal_effect
588,35,-0.022415614
588,166,-0.021596108
588,205,-0.027737882
588,295,-0.022865456
588,331,-0.026972875
588,371,-0.028024778
588,519,0.02263369
588,681,0.02047161
588,723,-0.022838024
589,95,-0.020221168
589,170,-0.021469805
589,194,-0.023795806
589,479,-0.020760799
589,480,0.02007741
589,487,0.022488749
590,547,0.024909483
591,211,0.021646837
591,234,-0.024720298
591,327,0.020349016
591,351,0.020002438
591,363,-0.02276131
591,391,0.024089701
591,559,0.020688437
591,647,-0.023160892
592,88,0.02297365
592,182,-0.023958357
592,199,-0.02382383
592,255,-0.021516418
592,393,-0.020707047
592,542,-0.022108003
592,602,0.03036403
592,791,-0.021739513
593,280,-0.021437578
593,571,0.02770129
593,776,-0.02583759
594,83,-0.02105286
594,101,-0.024346098
594,267,-0.020280082
594,542,-0.026380409
594,550,0.020024309
594,592,0.028977169
594,623,0.020547716
594,692,-0.02012345
595,22,-0.02260453
596,49,0.02167228
596,444,-0.027059007
596,453,-0.020384444
596,541,0.020950837
596,551,0.020279057
596,640,-0.022538997
596,722,-0.020052508
596,744,-0.025246428
597,6,0.025786452
597,198,-0.021068657
597,199,-0.029413352
597,280,-0.02273121
597,329,-0.02030872
597,406,-0.020562168
597,423,0.024685148
597,508,-0.020905638
597,748,-0.024713881
598,37,-0.024426302
598,77,-0.021917153
598,233,0.021378886
598,292,0.024584249
598,393,-0.020571591
598,649,-0.03006579
598,684,0.022575235
600,491,0.020352894
600,732,0.02346643
600,768,0.021754278
601,268,0.024740271
601,366,0.027390985
601,534,-0.023519501
602,131,0.021991313
602,250,0.021521142
602,317,-0.022508254
602,325,0.020727273
602,373,0.023303578
602,375,0.02043553
602,421,-0.0290364
602,485,-0.025818493
602,511,-0.020322675
602,659,0.023436585
603,9,0.023590405
603,222,-0.021224713
603,535,-0.020820828
603,667,0.022585409
603,790,0.022158636
604,160,-0.021742247
605,25,-0.02056262
605,184,0.021605058
605,251,0.021956008
605,255,-0.020827552
605,379,0.021153083
605,612,-0.020670092
605,654,-0.0219245
606,163,-0.025401058
606,204,0.02608471
606,294,-0.02198294
606,341,0.021457408
606,377,0.022773774
606,418,0.024962137
606,603,0.025729755
606,640,-0.020155242
606,678,-0.031640105
606,783,0.021559043
606,788,-0.0230221
607,88,-0.034702197
607,172,0.026376605
607,406,-0.024276713
607,658,0.02074036
607,703,-0.02506502
608,212,-0.020968629
608,609,-0.025824636
608,750,-0.020610228
609,231,-0.022469603
609,311,0.024155842
609,319,0.023756256
609,597,0.023714986
609,628,-0.022294605
609,631,0.020465557
609,662,-0.021778265
611,17,0.020083476
611,51,-0.02148689
611,200,-0.020576583
611,273,-0.025027703
611,282,-0.020872183
611,295,-0.021921283
611,358,-0.02241713
611,516,-0.022114702
611,579,-0.021166053
612,199,-0.020274747
612,398,-0.020801999
612,460,0.023197824
612,545,0.022767605
612,559,0.022607002
612,562,0.027045669
612,574,-0.023804462
612,637,0.02204298
612,770,-0.03031916
613,4,0.023787227
613,104,0.020383144
613,340,-0.028459607
613,463,0.020436805
613,693,-0.020182211
613,719,-0.02329582
613,784,0.021970553
614,227,0.020622011
614,388,-0.029508479
614,504,-0.020952651
614,566,-0.02083002
614,619,0.021786235
614,654,-0.022984007
615,501,0.023325035
616,146,0.026364176
616,321,0.021737436
616,405,0.020063415
616,420,-0.020923562
616,452,0.022454064
616,513,0.021735897
616,549,0.023030838
617,34,0.022221839
617,442,-0.023094572
617,764,0.024148809
618,21,-0.023180783
618,30,0.02071777
618,235,0.033761155
618,270,-0.024099631
618,318,0.022203064
618,330,0.022056375
618,441,-0.024091134
618,754,0.023430794
618,797,-0.021267684
619,140,0.020525275
619,395,-0.021775408
619,419,0.024050048
619,476,0.026587538
619,481,0.025504578
619,559,0.024096409
620,4,-0.020180602
620,215,0.02044092
620,324,-0.028356992
620,532,0.025579447
620,735,-0.03088073
621,50,-0.020801954
621,149,-0.02213341
621,271,-0.023747189
621,355,-0.023643004
621,377,0.021268984
621,407,0.024206104
621,454,0.021110062
621,492,-0.02013335
621,514,0.023573944
621,596,0.021800902
621,645,0.027634457
622,138,-0.034982115
622,165,0.02608227
622,247,-0.022533478
622,333,0.024195055
622,419,0.021322237
622,473,-0.020665495
622,496,-0.020523364
622,538,-0.021337513
622,637,-0.021122681
623,111,0.021669565
623,134,0.020950416
623,150,-0.022989394
623,171,-0.02037969
623,208,-0.021171387
623,261,0.023910586
623,294,-0.022279335
623,367,0.024783019
623,478,-0.032160107
623,501,0.022467516
623,609,0.022168854
623,766,-0.020700337
623,782,0.024408365
624,90,-0.030342612
624,273,-0.021690307
624,387,0.026734263
624,609,0.021517467
625,62,0.022144508
625,132,-0.023576045
625,150,0.026432524
625,216,-0.023432005
625,303,0.02577333
625,305,-0.020260472
625,338,0.023353122
625,437,0.020079548
625,478,0.021673042
625,480,-0.021741668
625,519,-0.023751142
625,632,-0.024140455
625,633,-0.02237417
626,77,0.020795321
626,92,0.025314081
626,282,-0.020611197
626,382,-0.023549877
626,663,0.021945396
627,132,0.030658875
627,356,-0.022970911
627,372,0.020714253
627,764,0.024513742
628,77,-0.020743897
628,412,0.02483144
628,439,0.020847855
628,512,-0.021979589
628,655,0.02531566
629,36,0.021418022
629,185,-0.02028474
629,203,0.023029596
629,344,0.02351172
629,796,-0.020552184
630,78,-0.023612399
630,136,0.02547997
630,147,0.024102997
630,175,0.021712888
630,190,0.020772524
630,225,0.025365707
630,260,-0.025581943
630,267,0.022866944
630,269,0.022610452
630,283,0.023568274
630,339,-0.023008335
630,447,-0.020069577
630,463,-0.02084356
630,652,0.020345327
631,102,-0.022177141
631,585,-0.02024571
632,76,0.021761928
632,83,0.020975681
632,88,-0.021263728
632,133,-0.022450747
632,203,0.02637278
632,234,0.020963239
632,255,-0.02128292
632,275,0.028358499
632,307,-0.020003214
632,388,0.020293334
633,142,0.028719949
633,196,0.023584597
635,49,0.020973532
635,61,-0.021057386
635,200,-0.024431126
635,309,0.022122357
635,347,-0.023609683
635,355,0.021185838
635,358,-0.02305478
635,507,-0.0233709
635,596,-0.024235623
635,677,-0.020194894
635,784,-0.024778444
636,78,0.028682135
636,173,0.022401268
636,333,-0.025564855
636,648,-0.025539722
637,39,0.026217781
637,95,-0.02662708
637,184,0.020431353
637,720,0.021483019
637,730,-0.022625165
637,790,-0.021224659
638,154,0.023486594
638,251,0.021439513
638,300,0.028044371
638,325,-0.020106286
638,349,-0.020184262
638,370,0.022803774
638,396,0.021485833
638,423,-0.032758184
638,475,0.02135695
638,499,0.025216717
638,617,-0.023273043
640,24,0.023672162
640,193,-0.025080618
640,464,-0.027693858
640,544,-0.02097244
640,621,0.021871734
640,663,0.021268424
640,714,-0.022447849
642,219,-0.022041425
642,710,0.023965305
643,50,-0.024641514
643,84,-0.020893892
643,159,-0.022470087
643,214,0.022881728
643,433,-0.020099083
643,589,0.022638472
643,598,0.030960813
643,712,-0.02199723
643,747,-0.020816203
644,34,-0.025493516
644,43,0.022302214
644,81,0.025896136
644,253,-0.023151813
644,257,-0.021706218
644,308,0.02043656
644,390,0.023218818
644,509,0.021940276
644,550,0.022424811
644,690,-0.020676833
644,776,-0.02518454
645,202,-0.020504063
645,268,0.021792384
645,303,0.02373792
645,415,0.024699539
645,427,0.021122916
645,550,-0.020158855
645,706,-0.021180626
645,771,0.021353966
645,797,-0.029502688
646,232,-0.020008411
647,74,-0.022837684
647,204,0.027130079
647,497,-0.020937847
647,515,-0.027090907
647,543,-0.023206726
647,563,0.02527535
648,193,0.02018907
648,224,0.024274128
648,423,-0.022283569
648,492,0.02507633
648,579,0.023941368
648,650,-0.0204797
648,701,0.020280117
648,709,-0.02246371
649,164,-0.02016933
649,249,0.028587423
649,313,-0.022048576
649,373,-0.020029292
649,565,-0.020617405
649,602,0.021096252
649,699,-0.020281339
649,701,0.021902364
650,114,-0.022734027
650,142,0.020552386
650,162,0.026569264
650,325,-0.022123994
650,344,-0.020496406
650,386,-0.02211579
650,468,0.023047836
650,622,-0.029009141
650,638,-0.020599494
651,61,-0.024459459
651,95,-0.021482676
651,130,-0.020356433
651,366,-0.020230636
651,487,0.021579558
651,525,0.020789886
651,562,-0.024722112
651,583,-0.020495927
651,753,0.02006187
652,213,0.020656805
652,255,-0.021890204
652,442,-0.021063592
652,692,0.021736998
653,742,-0.025648471
654,25,0.023348274
654,172,0.020451302
654,201,-0.021187514
654,211,0.021991588
654,288,-0.027015656
654,426,0.020793924
654,475,0.02068275
654,745,0.023567276
655,66,0.0201808
655,69,-0.020537855
655,116,0.023830889
655,591,0.021137368
655,645,-0.029386856
655,674,0.020289002
657,90,0.023722831
657,94,-0.021982525
657,598,0.02923806
658,175,-0.020045945
658,180,0.020484934
658,313,-0.022269566
658,437,-0.020927623
658,497,-0.023854908
658,513,-0.020562554
658,542,0.023234386
658,699,-0.02169787
658,713,-0.021384366
658,740,-0.020964786
659,46,0.022568602
659,54,-0.026128598
659,109,0.022360342
659,303,0.026020315
659,344,-0.023978913
659,530,-0.0213943
659,576,0.02805198
659,583,-0.02620451
659,587,-0.023155859
659,651,-0.025239866
659,664,-0.023018826
659,753,-0.029691694
660,317,0.02282321
661,153,-0.020471476
661,218,0.020486806
662,223,0.020445583
662,395,-0.02317425
662,757,0.022623548
663,195,-0.020282555
663,522,0.021747274
664,0,0.0225707
664,114,0.022562757
664,293,-0.022932036
664,299,-0.022643328
664,454,-0.021524783
664,473,-0.021836163
664,741,0.028629754
665,150,0.022359643
665,161,-0.020233814
665,288,0.025375683
665,337,-0.023470215
665,606,0.020314034
665,673,-0.020466095
665,682,0.021001903
665,727,-0.020333122
665,782,0.020817995
666,2,-0.021203207
666,122,-0.023493482
666,173,0.022753375
666,234,0.022528127
666,522,-0.02000237
666,531,-0.026686652
666,720,-0.025821798
666,790,-0.021241477
667,9,0.021395458
667,171,0.027960084
667,330,-0.022615535
667,332,0.020514088
667,342,-0.02062495
667,421,-0.022794649
667,443,0.020916646
667,501,-0.02085338
667,644,-0.021126498
667,709,0.024418002
668,4,0.031281322
668,136,-0.029715281
668,208,0.025764499
668,221,0.023250664
668,386,-0.021389456
668,439,-0.02179916
668,500,-0.023094704
668,507,-0.024013108
668,561,-0.021457339
668,685,0.02114837
669,210,-0.02491598
669,366,-0.025627948
669,625,0.021505997
669,687,-0.02714825
669,696,0.020871086
670,80,-0.021833634
670,318,0.022842053
670,369,0.021297703
670,473,0.025702534
670,541,0.029935272
670,581,0.024462732
670,613,-0.020573381
670,666,0.02213756
670,766,-0.023722215
671,27,0.022146717
671,140,0.02295907
671,183,-0.020492254
671,404,0.021065371
671,425,-0.03538392
671,564,0.023627305
671,572,-0.020946795
671,766,-0.022973321
672,210,0.020634295
672,222,0.02937279
672,234,-0.026163168
672,271,-0.021181952
672,460,0.020055275
672,508,0.022397717
672,589,-0.025930794
672,715,0.029228132
672,721,-0.027781358
673,11,0.022122175
673,158,0.020673519
674,60,-0.020270068
674,69,-0.021328937
674,92,0.020480592
674,250,0.025659105
674,303,-0.021365363
674,492,0.020759845
674,545,0.023705436
674,678,-0.020334238
674,718,0.021967607
674,798,0.020230908
675,97,-0.020160612
675,130,0.023448199
675,159,0.020694373
675,476,-0.021880964
675,481,0.020342886
675,619,-0.021357331
675,683,-0.021942753
675,730,0.021770336
675,759,-0.021230375
676,142,-0.0269011
676,435,0.02748883
676,533,0.021351214
676,681,-0.020020204
677,354,-0.022544084
677,410,0.02038388
677,429,-0.020439412
677,481,0.021692205
677,607,-0.022774959
677,716,0.023556396
677,744,0.020195276
678,53,0.029414682
678,91,0.023099875
678,151,-0.022917494
678,203,-0.023672687
678,250,-0.02605185
678,552,0.021545922
678,571,-0.020007137
679,17,-0.021373602
679,204,0.02597885
679,226,0.021952143
679,354,0.020501016
679,367,-0.02333472
679,435,0.02451599
679,495,0.022594048
679,497,-0.024357054
679,505,0.022750616
679,550,-0.024989083
679,552,0.022283103
679,622,0.021427164
679,711,0.024350705
681,134,-0.020938473
681,161,0.025919367
681,333,0.02177156
681,607,0.02206137
681,744,0.025074318
682,342,-0.020318247
682,367,0.020586407
682,484,0.021333413
682,491,0.024143258
682,586,-0.024269106
682,648,0.022650458
682,775,0.021031082
683,31,-0.020758644
683,142,0.031948358
683,200,-0.025664477
683,627,0.020421952
683,730,0.020852892
684,144,0.032118335
684,154,0.03400135
684,196,0.023607012
684,237,-0.020077191
684,311,0.021013502
684,363,0.020847965
684,463,0.025966823
684,664,-0.021635547
684,715,-0.022002762
685,175,0.02438471
685,449,-0.020321405
685,602,-0.022637166
686,1,0.021653173
686,119,-0.022331875
687,47,0.022807715
687,167,-0.02778829
687,323,0.02377621
687,755,-0.026043352
688,26,-0.024762262
688,239,0.021839283
688,474,0.021536103
688,696,-0.021370646
688,699,0.02571709
688,709,0.024037875
688,760,0.020969758
688,797,-0.021826524
689,520,-0.02006151
689,522,-0.024500579
689,655,-0.022047054
690,312,0.020738766
690,379,-0.020769887
690,617,-0.02310304
690,687,-0.020884471
691,66,-0.026704075
691,67,-0.020395236
691,208,0.024967609
691,334,0.020343158
691,349,0.024822492
691,418,-0.024467919
691,649,0.02680265
691,763,-0.02120621
692,114,-0.022516025
692,171,-0.020707577
692,248,-0.020675287
692,251,-0.02348282
692,299,-0.021094576
692,356,-0.02069664
692,390,0.023021335
692,399,-0.020937111
692,583,-0.021285659
692,593,-0.021032378
692,658,-0.020058647
693,526,0.020027945
693,657,0.021154515
693,767,0.021781081
694,48,-0.020366633
694,100,-0.028425684
694,138,-0.020017238
694,238,0.021470077
694,263,0.020215008
694,291,-0.023138745
694,318,0.020963963
694,419,0.023752837
694,618,0.021870963
694,650,-0.029766828
694,712,-0.020558799
694,741,-0.0213602
694,764,-0.026179027
695,167,-0.02189755
695,269,0.025335055
695,303,0.020531988
695,349,0.020478938
695,422,-0.021255279
695,496,-0.021424899
695,555,-0.022636054
695,607,0.020183407
695,611,0.020854106
695,657,0.020405274
695,750,0.020252382
696,246,0.020065123
696,418,-0.02624944
696,533,0.022531435
696,650,-0.021254698
696,668,0.020720253
696,732,-0.020188248
696,794,-0.020596873
697,83,0.02085419
697,291,0.020868076
697,299,0.02100824
697,446,-0.026017245
697,643,0.023672318
697,691,-0.021901166
697,702,-0.020003881
697,800,0.021454018
698,20,0.024415173
698,71,0.023762649
698,316,-0.028848723
698,367,-0.020176658
698,396,0.023462623
698,499,0.023706315
698,621,-0.020339515
698,694,-0.02632998
698,781,0.021330444
699,66,-0.022695633
699,221,0.023050265
699,423,-0.024691124
699,454,-0.020131448
699,504,-0.022851355
699,523,-0.021937983
699,638,-0.027790507
700,56,0.021097679
700,90,-0.027921239
700,196,-0.020602481
700,439,0.02534227
700,480,-0.023150483
700,505,-0.02009075
700,587,-0.020737287
700,687,0.022133429
700,694,0.023377025
700,763,-0.02281605
701,104,0.023121852
701,111,-0.020238988
701,263,-0.021020418
701,295,0.022480542
701,603,-0.021942379
701,694,0.026920311
701,763,-0.020277508
702,20,0.02701249
702,29,-0.020316983
702,143,-0.02144853
702,358,-0.025501747
702,360,-0.02171955
702,387,-0.02485231
702,444,-0.026313823
703,71,0.024462525
703,456,-0.021190422
703,553,0.020799613
703,566,0.023246463
703,586,-0.024846224
703,660,-0.020012159
703,690,0.021873325
704,291,-0.028607504
704,392,-0.02103568
704,622,-0.021326216
704,763,0.030641956
705,14,0.021558987
705,75,0.023139266
705,80,0.02214129
705,244,0.024936773
705,355,0.020244977
705,388,-0.021187648
705,394,0.021200031
705,517,-0.020180663
705,544,0.020468352
705,649,0.020942643
706,91,0.021688629
706,293,0.023518095
706,294,0.023775626
706,617,-0.02024251
706,647,-0.021811968
706,658,0.030580195
706,728,-0.024469228
707,88,-0.02667997
707,91,0.02209788
707,184,-0.022401894
707,279,0.020541852
707,432,0.02233621
707,463,0.02018095
707,508,-0.025883567
707,633,-0.021682655
707,663,0.022416636
707,666,-0.020558354
707,728,-0.03638928
708,202,0.023654101
708,319,0.021228762
708,461,0.021704664
708,522,0.025069643
708,552,-0.021470664
708,570,-0.023499925
709,132,0.020026479
709,201,0.024042493
709,222,0.02306149
709,250,-0.02159014
709,368,-0.022517677
709,390,0.020169321
709,554,-0.020502588
709,677,-0.020600017
709,743,-0.02132134
710,167,0.020348428
710,247,-0.021140773
710,318,0.02078219
710,345,-0.025833605
710,630,-0.021410272
710,744,0.021990756
711,420,-0.022115815
711,439,0.021873264
711,541,0.02330521
711,607,-0.022219066
711,613,-0.029201606
711,747,-0.022926671
712,167,-0.022127362
712,279,-0.022187356
712,282,0.020326782
712,417,-0.020378878
712,509,-0.021665622
712,594,0.021075245
712,606,0.022646032
712,701,0.02108607
713,16,0.026204063
713,37,0.023273407
713,60,-0.030651255
713,95,0.020127095
713,271,-0.020480981
713,413,0.021634297
713,435,0.032305863
713,723,-0.02222355
713,755,-0.02259112
714,106,-0.0243601
714,107,-0.021339716
714,127,0.02050695
714,339,-0.020250896
714,382,0.022277735
715,24,-0.027557135
715,101,0.020183267
715,133,0.023550615
715,167,-0.024180394
715,202,0.02201208
715,208,0.021179954
715,239,0.023130722
715,354,-0.021519065
715,430,0.021381564
715,476,0.027169995
715,558,0.02364926
715,597,-0.021619337
715,733,0.025942123
715,743,0.024381336
716,47,-0.026168777
716,95,-0.023223868
716,469,-0.023060162
717,45,-0.021779902
717,74,0.02212421
717,111,-0.025377091
717,132,0.024352267
717,449,0.021653999
717,704,-0.023325745
717,707,0.026915625
718,31,0.024159497
718,65,0.027637897
718,105,0.022803476
718,145,0.021729564
718,155,0.020769034
718,191,-0.025056466
718,298,-0.024205958
718,410,0.023634838
718,425,-0.023994904
718,633,-0.02201784
718,648,-0.020107282
718,654,-0.022357583
718,734,-0.020209152
718,762,0.027969379
719,17,0.028180731
719,24,-0.02453902
719,26,0.023280099
719,42,0.03357251
719,57,-0.026558768
719,77,-0.02487779
719,101,-0.022101538
719,148,-0.021709315
719,211,0.02012353
719,318,0.02285057
719,356,0.020123271
719,443,-0.028655304
719,486,0.024960209
719,491,0.020246515
719,622,-0.02011296
719,691,-0.020325903
719,740,0.023485234
720,4,-0.020708289
720,149,0.020651547
720,266,0.02228489
720,273,0.0234845
720,279,-0.026607854
721,2,0.024421867
721,55,0.020552116
721,320,0.02639058
721,365,0.020012805
721,369,-0.02497308
721,458,-0.02151177
721,706,0.020362971
721,744,-0.0246764
721,754,0.020523492
722,25,-0.020052543
722,279,0.024237582
722,282,0.022634843
722,318,0.027145343
722,379,-0.020095084
722,501,0.023393786
722,582,-0.021461587
722,766,-0.022464912
723,10,0.024380647
723,28,-0.022060417
723,61,-0.020406246
723,92,0.021215227
723,522,0.02497431
723,538,0.02166174
723,594,-0.02057761
723,784,0.021918759
724,313,-0.020854674
724,328,-0.024344074
724,349,-0.028992422
724,452,0.022998026
724,460,0.02677838
724,465,-0.020609416
724,477,0.026085323
724,485,0.02064259
724,588,-0.028533544
724,621,0.021649294
724,709,-0.021133544
724,771,0.023547454
725,67,0.026441166
725,87,0.024248417
725,253,0.021697931
725,261,0.021602001
725,312,0.021438848
725,395,0.026491376
725,404,0.020297758
725,407,0.024046225
725,589,-0.024392037
726,60,0.020898856
726,69,0.021980062
726,373,0.022689471
726,755,0.021038476
727,50,0.02136579
727,145,-0.020007381
727,423,0.023042554
727,485,-0.020193474
727,606,0.022129374
727,710,0.024310758
728,14,0.024310889
728,33,-0.024228968
728,463,0.021680413
728,482,0.020078188
728,493,-0.022770252
728,694,-0.020268021
728,730,0.027764793
729,96,0.021764189
730,47,0.024199814
730,143,-0.034154564
730,185,-0.022361165
730,195,0.021321382
730,235,-0.02423323
730,283,0.024029225
730,312,-0.023714969
730,376,0.020712208
730,719,-0.02372302
730,772,-0.020346552
731,87,-0.021402681
731,205,-0.021718325
731,375,-0.020107433
731,526,-0.020188984
731,796,-0.027254643
732,14,-0.025961032
732,99,0.028671889
732,264,0.02573404
732,282,-0.02602682
732,284,0.020229833
732,296,-0.022306478
732,300,0.02492199
732,364,0.020937925
732,388,0.026929213
732,416,0.020168683
732,425,-0.02045529
732,516,-0.020714136
732,572,-0.020664196
732,657,0.020149011
732,757,0.020318747
733,112,-0.021644425
733,202,-0.028415892
733,470,-0.022956368
733,473,0.02253836
733,508,-0.026297394
733,588,-0.032905888
733,635,0.021067033
733,673,0.02114812
733,678,0.021690402
733,704,0.025026307
733,740,0.023343947
734,51,-0.020465683
734,106,0.021910142
734,231,0.023311233
734,292,0.021242948
734,294,0.021161787
734,361,-0.021753054
734,369,-0.023094691
734,392,0.023116525
734,399,0.021289865
734,401,-0.022447731
734,454,-0.023626931
734,562,-0.020875473
734,598,-0.020319503
734,606,-0.027271543
734,612,-0.020415064
735,97,0.0221836
735,150,0.022103084
735,319,-0.020682221
735,330,0.021030944
735,442,0.021206731
735,660,0.023143647
737,509,0.020647813
737,628,-0.020529324
738,255,-0.02140662
738,348,0.021677293
738,452,0.027703434
739,302,0.027723702
739,405,0.02274599
739,422,0.02523372
740,104,-0.020170087
740,162,-0.024511572
740,192,0.023697138
740,234,-0.02049059
740,241,-0.027087325
740,255,-0.030473262
740,337,-0.021481214
740,375,-0.021228775
740,460,0.024258092
740,513,-0.021192733
740,526,0.021106206
741,74,0.02816448
741,198,-0.029859422
741,704,-0.021510774
741,765,0.020339143
743,314,-0.022211501
743,379,-0.02269067
743,473,-0.02155699
743,530,-0.02580481
744,35,0.02041164
744,324,-0.020688023
744,379,0.024364045
744,414,0.022326598
744,458,-0.021466518
744,520,-0.021109091
744,569,-0.020500472
744,635,0.020529842
745,62,-0.023527008
745,66,-0.035400506
745,76,0.021854626
745,92,-0.02258401
745,164,-0.021334592
745,216,0.020530943
745,453,0.023197034
745,564,-0.023523306
745,713,-0.024849787
747,21,-0.022109443
747,142,-0.021531813
747,198,0.02244331
747,299,-0.020826586
747,430,0.029865138
747,508,-0.029551633
747,658,0.024867611
747,740,0.021486297
747,781,0.024671936
748,60,-0.026870731
748,87,-0.023465998
748,101,-0.025592407
748,189,-0.020646723
748,235,-0.021268822
748,327,0.021329507
748,412,0.02379873
748,423,-0.022304444
748,441,-0.020257542
748,454,0.020236196
748,510,-0.02735377
748,612,-0.025638355
748,616,0.020841485
749,46,-0.023387218
749,181,-0.022990728
749,724,0.020747019
750,575,0.022044994
751,67,-0.020477215
751,73,-0.023638178
751,321,-0.022781456
751,535,-0.021882987
751,677,0.020333191
751,757,0.020149413
751,769,0.026164003
752,66,0.020084292
752,238,0.02667953
752,242,-0.021576023
752,317,-0.02624884
752,378,0.020831129
752,452,0.029270692
752,468,0.032588724
752,487,-0.022531986
752,503,-0.021143641
752,637,0.020498307
752,651,0.02019521
753,200,0.024370732
753,208,-0.024890091
753,241,-0.025238192
753,249,-0.025126627
753,297,-0.020179436
753,428,0.02233225
753,497,-0.021520127
753,544,-0.021253275
753,591,0.023989225
753,663,-0.03486825
753,790,-0.027706733
754,3,-0.021263555
754,18,0.024504332
754,55,0.02060388
754,211,0.021936536
754,271,0.02592
754,348,-0.02353097
754,596,-0.021098005
754,603,0.021858517
754,659,-0.024027003
754,694,-0.021714868
755,5,-0.021188399
755,75,0.02250385
755,205,-0.027046097
755,210,0.020927835
755,274,-0.02586319
755,369,-0.025098424
755,407,-0.02071743
755,511,0.021980753
755,570,-0.02139632
755,597,-0.021594321
755,603,0.020929245
755,640,-0.020715596
756,63,0.021900818
756,146,-0.022310138
756,256,0.024656018
756,311,-0.020276433
756,616,-0.022620175
757,125,0.023089338
757,163,-0.02164146
757,378,-0.021021517
757,504,-0.022136379
757,581,0.02056274
758,179,-0.020733668
759,18,-0.020724483
759,67,0.025965067
759,69,0.024566742
759,130,0.020678576
759,170,0.023309547
759,199,-0.02229404
759,286,0.023247043
759,337,0.022719342
759,475,0.020651199
759,611,0.024032854
759,781,-0.031872403
759,790,0.023425719
760,34,-0.022558063
760,272,-0.020092584
760,291,-0.021100093
760,743,0.0252905
760,783,-0.024881458
761,287,0.025992699
761,379,-0.02001314
761,401,0.024070162
761,739,-0.021521145
762,140,0.023079112
762,222,-0.02272777
762,342,0.023111753
762,439,0.020980848
762,471,0.024569072
762,497,-0.023888756
762,574,-0.02615519
762,584,-0.025175884
762,637,-0.024730898
762,670,0.022113558
763,25,0.027679661
763,252,0.022761533
763,273,0.023354793
763,322,-0.020231651
763,387,0.028255781
763,647,0.024483515
763,697,-0.022401832
764,43,-0.020489391
764,184,-0.022267003
764,205,-0.021551095
764,672,0.029932741
764,689,0.023133734
764,794,0.023813028
765,255,0.021051293
765,743,-0.030799558
766,6,-0.023764146
766,25,0.020442137
766,83,-0.022661056
766,103,0.021849157
766,222,-0.020392112
766,464,0.021203637
766,580,-0.023791954
766,743,-0.021129396
766,753,-0.026026575
768,45,-0.020269552
768,176,0.021047655
768,436,-0.021064172
768,497,-0.028560512
769,666,-0.021404024
769,738,0.024261296
769,739,0.022349594
770,126,-0.020465806
770,245,-0.020098334
770,254,-0.021500463
770,441,-0.022022376
770,490,0.020116623
770,667,0.02241482
770,696,0.023366328
771,104,0.025539348
771,127,0.023045538
771,221,0.034797836
771,244,-0.024651583
771,270,-0.022931471
771,458,-0.02665144
771,576,0.023562837
771,624,0.021572765
772,5,0.022340136
772,156,0.025940534
772,234,0.020780094
772,401,-0.021433765
772,487,-0.02318438
772,514,-0.022818226
772,515,-0.021705125
772,523,-0.030060537
772,575,-0.02075307
772,633,-0.021513704
772,654,-0.02016217
772,694,0.032077685
773,16,-0.021541482
773,17,-0.023274427
773,270,-0.025397142
773,306,-0.022021793
773,318,0.024438864
773,401,0.020562572
773,427,-0.021528253
773,443,-0.020547204
773,501,-0.025489453
773,519,-0.020013902
774,69,0.028598865
774,161,0.02124931
774,193,0.030447975
774,216,-0.020266121
774,226,0.020667903
774,254,-0.0235015
774,289,-0.022583617
774,354,-0.026551109
774,374,-0.02654158
774,490,-0.020167824
774,574,0.020331262
774,605,-0.030969003
774,764,-0.023496805
774,792,-0.023749132
775,410,0.02369396
775,468,-0.022894703
775,471,0.02067487
775,509,-0.02884176
775,602,0.022572156
776,94,0.021578673
776,173,-0.022678073
776,189,0.022299435
776,342,0.028684514
776,368,-0.021426668
776,442,-0.030254144
776,568,0.02202862
776,797,-0.023425391
777,123,-0.02439995
778,47,-0.026554236
778,77,0.024040962
778,156,0.020225987
778,445,0.0206136
778,554,0.023715613
778,679,0.02343631
778,749,-0.02293103
778,792,-0.020237636
779,39,0.021222416
779,43,-0.027430192
779,67,-0.021974904
779,162,-0.026012128
779,239,0.02081015
779,440,-0.024793895
779,513,0.020627337
779,574,0.020590505
779,601,0.020365566
779,632,0.024918465
780,16,-0.021563508
780,71,0.027036123
780,194,0.020222552
780,201,0.02019438
780,345,-0.021669315
780,374,-0.0219888
780,432,-0.021243155
780,624,0.021428278
780,776,0.020780222
781,48,-0.021762554
781,81,0.02365839
781,91,0.02119164
781,199,0.020588107
781,379,-0.02174695
781,450,-0.021750618
781,482,-0.023463178
781,497,-0.02625835
781,582,-0.023786573
781,647,-0.02108593
782,261,0.021677794
782,262,0.024802212
782,295,0.020742329
782,402,0.020283112
782,452,-0.020659987
782,460,0.02129185
782,490,-0.024081204
782,519,0.020212047
782,649,0.027755538
783,99,0.02584192
783,131,-0.023257846
783,172,-0.025764897
783,189,-0.021372717
783,198,-0.024159307
783,519,-0.021963982
783,584,-0.02760396
783,589,-0.021985326
783,638,-0.022968752
783,756,0.021553472
783,801,-0.028798092
784,34,-0.026839998
784,76,0.023878843
784,238,0.023205543
784,341,0.021001399
784,357,-0.020453073
784,367,-0.02301319
784,577,0.02005149
784,651,-0.020888383
784,755,-0.031394575
785,25,-0.022407403
785,161,-0.022181142
785,299,-0.022427905
785,633,0.020677403
785,669,0.021537298
786,77,0.022530733
786,162,0.02655773
786,222,0.020522512
